Player,Squad,Pos,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,league
Raúl Jiménez,Fulham,FW,33,1991,38,30,2494,27.7,12,3,15,9,3,3,4,0,12.0,9.6,3.3,12.9,35,62,125,0.43,0.11,0.54,0.32,0.43,0.43,0.12,0.55,0.35,0.47,Premier-League
Emerson Palmieri,West Ham,DF,29,1994,31,26,2113,23.5,2,1,3,2,0,0,5,0,2.0,2.0,1.5,3.4,47,66,83,0.09,0.04,0.13,0.09,0.13,0.08,0.06,0.15,0.08,0.15,Premier-League
Jurriën Timber,Arsenal,DF,23,2001,30,27,2417,26.9,1,3,4,1,0,0,7,0,1.2,1.2,0.8,2.1,57,146,104,0.04,0.11,0.15,0.04,0.15,0.05,0.03,0.08,0.05,0.08,Premier-League
Leandro Trossard,Arsenal,FW,29,1994,38,28,2546,28.3,8,7,15,8,0,0,4,1,7.2,7.2,6.1,13.3,80,101,226,0.28,0.25,0.53,0.28,0.53,0.25,0.22,0.47,0.25,0.47,Premier-League
Dominic Solanke,Tottenham,FW,26,1997,27,25,2201,24.5,9,3,12,8,1,1,0,0,10.9,10.1,2.9,13.1,31,47,88,0.37,0.12,0.49,0.33,0.45,0.45,0.12,0.57,0.41,0.54,Premier-League
Richarlison,Tottenham,FW,27,1997,15,4,504,5.6,4,1,5,4,0,0,2,0,3.7,3.7,0.9,4.6,8,11,22,0.71,0.18,0.89,0.71,0.89,0.66,0.16,0.82,0.66,0.82,Premier-League
Eddie Nketiah,Crystal Palace,"FW,MF",25,1999,29,9,1034,11.5,3,1,4,3,0,0,6,1,5.8,5.8,1.7,7.4,41,19,79,0.26,0.09,0.35,0.26,0.35,0.50,0.15,0.65,0.50,0.65,Premier-League
Odsonne Édouard,Crystal Palace,"MF,FW",26,1998,2,1,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3,4,7,0.00,0.00,0.00,0.00,0.00,0.31,0.04,0.34,0.31,0.34,Premier-League
Odsonne Édouard,Crystal Palace,FW,26,1998,4,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,Premier-League
Jack Harrison,Leeds United,FW,27,1996,34,24,2076,23.1,1,0,1,1,0,0,0,0,3.5,3.5,3.7,7.2,73,51,127,0.04,0.00,0.04,0.04,0.04,0.15,0.16,0.31,0.15,0.31,Premier-League
Aaron Wan-Bissaka,West Ham,DF,26,1997,36,35,3154,35.0,2,5,7,2,0,0,1,0,1.2,1.2,3.5,4.7,110,149,167,0.06,0.14,0.20,0.06,0.20,0.03,0.10,0.14,0.03,0.14,Premier-League
Niclas Füllkrug,West Ham,FW,31,1993,18,6,790,8.8,3,2,5,3,0,0,2,0,2.2,2.2,1.9,4.1,7,14,31,0.34,0.23,0.57,0.34,0.57,0.25,0.22,0.46,0.25,0.46,Premier-League
Tomáš Souček,West Ham,MF,29,1995,35,30,2567,28.5,9,1,10,9,0,0,8,0,6.7,6.7,1.0,7.8,9,74,68,0.32,0.04,0.35,0.32,0.35,0.24,0.04,0.27,0.24,0.27,Premier-League
Gonçalo Guedes,Wolves,"MF,FW",27,1996,29,10,995,11.1,2,4,6,2,0,0,1,0,3.2,3.2,1.3,4.5,41,40,79,0.18,0.36,0.54,0.18,0.54,0.29,0.11,0.40,0.29,0.40,Premier-League
Sven Botman,Newcastle Utd,DF,24,2000,8,6,412,4.6,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1.1,0,7,0,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.24,0.12,0.24,Premier-League
Stefan Ortega,Manchester City,GK,31,1992,13,12,1100,12.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Premier-League
Benoît Badiashile,Chelsea,DF,23,2001,5,3,334,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,17,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Premier-League
Chris Wood,Nott'ham Forest,FW,32,1991,36,35,2959,32.9,20,3,23,17,3,3,1,0,13.4,11.0,2.6,13.6,14,42,94,0.61,0.09,0.70,0.52,0.61,0.41,0.08,0.49,0.34,0.42,Premier-League
Joachim Andersen,Fulham,DF,28,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Premier-League
Joachim Andersen,Fulham,DF,28,1996,29,29,2583,28.7,0,0,0,0,0,0,6,1,1.0,1.0,0.5,1.5,16,112,2,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.05,0.04,0.05,Premier-League
Ferdi Kadioglu,Brighton,"DF,MF",24,1999,6,5,385,4.3,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,1,15,27,0.23,0.00,0.23,0.23,0.23,0.10,0.04,0.14,0.10,0.14,Premier-League
Diogo Dalot,Manchester Utd,DF,25,1999,33,31,2814,31.3,0,3,3,0,0,0,5,0,2.0,2.0,2.0,4.1,62,103,168,0.00,0.10,0.10,0.00,0.10,0.07,0.07,0.13,0.07,0.13,Premier-League
Rasmus Højlund,Manchester Utd,FW,21,2003,32,23,2004,22.3,4,0,4,4,0,0,2,0,5.3,5.3,1.8,7.1,28,18,101,0.18,0.00,0.18,0.18,0.18,0.24,0.08,0.32,0.24,0.32,Premier-League
Pedro Porro,Tottenham,DF,24,1999,33,28,2610,29.0,2,6,8,2,0,0,5,0,1.6,1.6,5.0,6.6,65,154,109,0.07,0.21,0.28,0.07,0.28,0.05,0.17,0.23,0.05,0.23,Premier-League
Radu Drăgușin,Tottenham,DF,22,2002,16,14,1252,13.9,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,7,37,2,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Premier-League
Evanilson,Bournemouth,FW,24,1999,31,28,2319,25.8,10,1,11,10,0,1,1,1,12.5,11.7,1.9,13.6,29,28,99,0.39,0.04,0.43,0.39,0.43,0.48,0.07,0.56,0.45,0.53,Premier-League
Michail Antonio,West Ham,FW,34,1990,14,11,836,9.3,1,1,2,1,0,0,1,0,2.2,2.2,1.6,3.8,29,18,59,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,Premier-League
Joe Gomez,Liverpool,DF,27,1997,9,6,519,5.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,35,2,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Premier-League
Ben Davies,Tottenham,DF,31,1993,17,14,1331,14.8,0,0,0,0,0,0,5,0,0.3,0.3,0.2,0.5,14,52,6,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Premier-League
Justin Kluivert,Bournemouth,MF,25,1999,34,29,2340,26.0,12,6,18,6,6,6,8,0,10.3,5.6,4.8,10.5,81,105,173,0.46,0.23,0.69,0.23,0.46,0.40,0.19,0.58,0.22,0.40,Premier-League
Matty Cash,Aston Villa,DF,26,1997,27,24,2070,23.0,1,1,2,1,0,0,7,0,0.5,0.5,1.1,1.6,48,42,90,0.04,0.04,0.09,0.04,0.09,0.02,0.05,0.07,0.02,0.07,Premier-League
Harvey Barnes,Newcastle Utd,FW,26,1997,33,17,1755,19.5,9,4,13,9,0,0,0,0,7.2,7.2,4.0,11.2,93,83,192,0.46,0.21,0.67,0.46,0.67,0.37,0.20,0.57,0.37,0.57,Premier-League
Joe Willock,Newcastle Utd,"MF,FW",24,1999,32,11,1086,12.1,0,2,2,0,0,0,4,0,1.6,1.6,2.1,3.8,38,41,86,0.00,0.17,0.17,0.00,0.17,0.14,0.18,0.31,0.14,0.31,Premier-League
Kiernan Dewsbury-Hall,Chelsea,"MF,FW",25,1998,13,2,264,2.9,0,1,1,0,0,0,0,0,0.2,0.2,1.1,1.3,5,14,11,0.00,0.34,0.34,0.00,0.34,0.08,0.36,0.44,0.08,0.44,Premier-League
Kaoru Mitoma,Brighton,"FW,MF",27,1997,36,28,2603,28.9,10,4,14,10,0,0,1,0,9.2,9.2,4.6,13.8,146,89,291,0.35,0.14,0.48,0.35,0.48,0.32,0.16,0.48,0.32,0.48,Premier-League
Lewis Dunk,Brighton,DF,32,1991,25,23,2083,23.1,0,0,0,0,0,0,5,0,0.8,0.8,0.5,1.3,20,142,3,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.06,0.03,0.06,Premier-League
Callum Hudson-Odoi,Nott'ham Forest,"FW,MF",23,2000,31,25,2194,24.4,5,2,7,5,0,0,2,0,2.5,2.5,2.7,5.2,130,71,189,0.21,0.08,0.29,0.21,0.29,0.10,0.11,0.21,0.10,0.21,Premier-League
Morgan Gibbs-White,Nott'ham Forest,MF,24,2000,34,34,2803,31.1,7,8,15,7,0,0,11,1,6.3,6.3,5.0,11.2,69,164,136,0.22,0.26,0.48,0.22,0.48,0.20,0.16,0.36,0.20,0.36,Premier-League
Alex Iwobi,Fulham,"FW,MF",28,1996,38,35,2981,33.1,9,6,15,9,0,0,1,0,4.7,4.7,7.0,11.8,144,213,246,0.27,0.18,0.45,0.27,0.45,0.14,0.21,0.36,0.14,0.36,Premier-League
Tyrell Malacia,Manchester Utd,DF,24,1999,3,2,100,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Premier-League
Archie Gray,Tottenham,"DF,MF",18,2006,28,19,1751,19.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,7,40,17,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Premier-League
Destiny Udogie,Tottenham,DF,21,2002,25,24,1924,21.4,0,1,1,0,0,0,2,0,0.3,0.3,1.5,1.8,54,121,94,0.00,0.05,0.05,0.00,0.05,0.01,0.07,0.08,0.01,0.08,Premier-League
Guglielmo Vicario,Tottenham,GK,27,1996,24,24,2160,24.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Premier-League
Rodrigo Bentancur,Tottenham,MF,27,1997,26,21,1645,18.3,2,0,2,2,0,0,9,0,1.3,1.3,0.4,1.7,28,100,34,0.11,0.00,0.11,0.11,0.11,0.07,0.02,0.10,0.07,0.10,Premier-League
Antoine Semenyo,Bournemouth,FW,24,2000,37,36,3203,35.6,11,5,16,11,0,0,9,0,10.0,10.0,5.8,15.8,140,109,282,0.31,0.14,0.45,0.31,0.45,0.28,0.16,0.44,0.28,0.44,Premier-League
Guido Rodríguez,West Ham,MF,30,1994,23,16,1149,12.8,0,1,1,0,0,0,6,0,0.2,0.2,0.2,0.4,4,33,7,0.00,0.08,0.08,0.00,0.08,0.02,0.01,0.03,0.02,0.03,Premier-League
Conor Bradley,Liverpool,DF,21,2003,19,7,754,8.4,0,2,2,0,0,0,4,0,0.7,0.7,1.4,2.1,35,33,39,0.00,0.24,0.24,0.00,0.24,0.08,0.17,0.25,0.08,0.25,Premier-League
Kostas Tsimikas,Liverpool,DF,28,1996,18,9,837,9.3,0,1,1,0,0,0,2,0,0.4,0.4,2.1,2.5,17,76,43,0.00,0.11,0.11,0.00,0.11,0.04,0.23,0.27,0.04,0.27,Premier-League
Emi Buendía,Aston Villa,"MF,FW",27,1996,12,0,98,1.1,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,3,7,6,0.00,0.00,0.00,0.00,0.00,0.60,0.02,0.62,0.60,0.62,Premier-League
Ezri Konsa,Aston Villa,DF,26,1997,34,33,2936,32.6,2,0,2,2,0,0,1,0,1.3,1.3,0.4,1.7,24,90,11,0.06,0.00,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,Premier-League
Morgan Rogers,Aston Villa,"FW,MF",22,2002,37,37,3114,34.6,8,10,18,8,0,0,10,0,6.6,6.6,7.8,14.4,114,123,188,0.23,0.29,0.52,0.23,0.52,0.19,0.23,0.42,0.19,0.42,Premier-League
Georginio Rutter,Brighton,"MF,FW",22,2002,28,19,1656,18.4,5,3,8,5,0,0,2,0,4.6,4.6,2.5,7.1,42,67,79,0.27,0.16,0.43,0.27,0.43,0.25,0.14,0.39,0.25,0.39,Premier-League
Ibrahim Sangaré,Nott'ham Forest,MF,26,1997,13,7,590,6.6,0,1,1,0,0,0,3,0,0.0,0.0,0.4,0.4,1,27,4,0.00,0.15,0.15,0.00,0.15,0.00,0.06,0.06,0.00,0.06,Premier-League
Brennan Johnson,Tottenham,FW,23,2001,33,24,2177,24.2,11,3,14,11,0,0,5,0,10.4,10.4,2.3,12.7,60,71,197,0.45,0.12,0.58,0.45,0.58,0.43,0.09,0.52,0.43,0.52,Premier-League
Pape Matar Sarr,Tottenham,MF,21,2002,36,22,1913,21.3,3,2,5,3,0,0,6,0,3.7,3.7,1.6,5.3,33,88,53,0.14,0.09,0.24,0.14,0.24,0.17,0.08,0.25,0.17,0.25,Premier-League
Cheick Doucouré,Crystal Palace,MF,24,2000,13,4,452,5.0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,2,19,7,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Premier-League
Ismaila Sarr,Crystal Palace,MF,26,1998,38,30,2711,30.1,8,6,14,8,0,0,4,0,10.7,10.7,8.5,19.2,75,85,183,0.27,0.20,0.46,0.27,0.46,0.35,0.28,0.64,0.35,0.64,Premier-League
Jefferson Lerma,Crystal Palace,"MF,DF",29,1994,33,26,2274,25.3,0,1,1,0,0,0,9,0,1.1,1.1,1.6,2.7,13,97,26,0.00,0.04,0.04,0.00,0.04,0.04,0.06,0.11,0.04,0.11,Premier-League
Ryan Christie,Bournemouth,MF,29,1995,29,27,2117,23.5,2,3,5,2,0,0,9,0,1.8,1.8,3.5,5.4,34,137,44,0.09,0.13,0.21,0.09,0.21,0.08,0.15,0.23,0.08,0.23,Premier-League
Ibrahima Konaté,Liverpool,DF,25,1999,31,30,2560,28.4,1,2,3,1,0,0,5,0,1.7,1.7,1.0,2.7,25,115,3,0.04,0.07,0.11,0.04,0.11,0.06,0.03,0.10,0.06,0.10,Premier-League
Jacob Ramsey,Aston Villa,"FW,MF",23,2001,29,19,1623,18.0,1,3,4,1,0,0,4,1,1.6,1.6,2.3,3.9,61,68,114,0.06,0.17,0.22,0.06,0.22,0.09,0.13,0.22,0.09,0.22,Premier-League
Hwang Hee-chan,Wolves,"MF,FW",28,1996,21,5,661,7.3,2,0,2,2,0,0,0,0,0.8,0.8,0.1,0.9,15,12,42,0.27,0.00,0.27,0.27,0.27,0.11,0.02,0.13,0.11,0.13,Premier-League
João Gomes,Wolves,MF,23,2001,36,35,2974,33.0,3,1,4,3,0,0,11,1,2.9,2.9,1.2,4.1,59,165,76,0.09,0.03,0.12,0.09,0.12,0.09,0.04,0.12,0.09,0.12,Premier-League
Dan Burn,Newcastle Utd,DF,32,1992,37,37,3330,37.0,1,1,2,1,0,0,11,0,2.0,2.0,0.9,2.8,12,75,14,0.03,0.03,0.05,0.03,0.05,0.05,0.02,0.08,0.05,0.08,Premier-League
Michael Keane,Everton,DF,31,1993,14,11,1049,11.7,3,0,3,3,0,0,5,0,0.6,0.6,0.1,0.7,1,14,3,0.26,0.00,0.26,0.26,0.26,0.05,0.01,0.06,0.05,0.06,Premier-League
Issa Diop,Fulham,DF,27,1997,21,15,1339,14.9,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,6,25,3,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.04,0.04,Premier-League
Lucas Bergvall,Tottenham,MF,18,2006,27,11,1212,13.5,0,1,1,0,0,0,3,0,0.7,0.7,0.6,1.3,33,49,31,0.00,0.07,0.07,0.00,0.07,0.05,0.04,0.09,0.05,0.09,Premier-League
Luis Sinisterra,Bournemouth,"FW,MF",25,1999,12,1,236,2.6,1,1,2,1,0,0,0,0,1.2,1.2,1.4,2.6,19,6,38,0.38,0.38,0.76,0.38,0.76,0.46,0.54,1.00,0.46,1.00,Premier-League
Maxwel Cornet,West Ham,FW,27,1996,2,1,72,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,0,5,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Premier-League
Neco Williams,Nott'ham Forest,DF,23,2001,35,28,2594,28.8,1,3,4,1,0,0,7,0,2.3,2.3,1.6,3.9,68,89,103,0.03,0.10,0.14,0.03,0.14,0.08,0.05,0.13,0.08,0.13,Premier-League
Adama Traoré,Fulham,"FW,MF",28,1996,36,18,1772,19.7,2,7,9,2,0,0,3,0,4.0,4.0,4.9,8.9,100,68,161,0.10,0.36,0.46,0.10,0.46,0.20,0.25,0.45,0.20,0.45,Premier-League
Kenny Tete,Fulham,DF,28,1995,22,21,1774,19.7,0,2,2,0,0,0,5,0,1.4,1.4,0.9,2.3,34,63,54,0.00,0.10,0.10,0.00,0.10,0.07,0.05,0.12,0.07,0.12,Premier-League
Timothy Castagne,Fulham,DF,28,1995,24,17,1649,18.3,0,1,1,0,0,0,1,0,0.4,0.4,1.2,1.6,17,62,67,0.00,0.05,0.05,0.00,0.05,0.02,0.07,0.09,0.02,0.09,Premier-League
Saša Lukić,Fulham,MF,27,1996,30,28,2344,26.0,0,2,2,0,0,0,12,0,1.2,1.2,2.7,3.9,39,98,33,0.00,0.08,0.08,0.00,0.08,0.04,0.11,0.15,0.04,0.15,Premier-League
Daniel Muñoz,Crystal Palace,DF,28,1996,37,37,3228,35.9,4,5,9,4,0,0,10,0,4.9,4.9,5.5,10.5,62,97,206,0.11,0.14,0.25,0.11,0.25,0.14,0.15,0.29,0.14,0.29,Premier-League
Will Hughes,Crystal Palace,MF,29,1995,33,24,2108,23.4,0,3,3,0,0,0,11,0,1.1,1.1,3.1,4.2,20,87,27,0.00,0.13,0.13,0.00,0.13,0.05,0.13,0.18,0.05,0.18,Premier-League
Lewis Cook,Bournemouth,"MF,DF",27,1997,36,32,2978,33.1,1,3,4,1,0,0,8,1,0.9,0.9,4.1,5.1,33,158,52,0.03,0.09,0.12,0.03,0.12,0.03,0.12,0.15,0.03,0.15,Premier-League
Tyler Adams,Bournemouth,MF,25,1999,28,21,1965,21.8,0,3,3,0,0,0,7,0,1.6,1.6,1.0,2.6,14,76,10,0.00,0.14,0.14,0.00,0.14,0.07,0.05,0.12,0.07,0.12,Premier-League
Ross Barkley,Aston Villa,MF,30,1993,20,3,581,6.5,3,1,4,3,0,0,3,0,1.8,1.8,0.6,2.4,15,36,10,0.46,0.15,0.62,0.46,0.62,0.27,0.10,0.37,0.27,0.37,Premier-League
Fabian Schär,Newcastle Utd,DF,32,1991,34,33,2934,32.6,4,0,4,4,0,0,9,1,3.7,3.7,0.4,4.1,18,118,22,0.12,0.00,0.12,0.12,0.12,0.11,0.01,0.13,0.11,0.13,Premier-League
Nick Pope,Newcastle Utd,GK,32,1992,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Premier-League
Nicolás González,Manchester City,MF,22,2002,11,9,760,8.4,1,0,1,1,0,0,3,0,0.5,0.5,0.1,0.5,9,50,11,0.12,0.00,0.12,0.12,0.12,0.06,0.01,0.06,0.06,0.06,Premier-League
Robert Sánchez,Chelsea,GK,26,1997,32,32,2880,32.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Premier-League
Danny Welbeck,Brighton,FW,33,1990,30,24,2115,23.5,10,4,14,9,1,1,5,0,9.6,8.8,1.4,10.1,21,47,95,0.43,0.17,0.60,0.38,0.55,0.41,0.06,0.46,0.37,0.43,Premier-League
James Milner,Brighton,MF,38,1986,4,3,170,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,10,10,0.00,0.00,0.00,0.00,0.00,0.09,0.12,0.21,0.09,0.21,Premier-League
Mats Wieffer,Brighton,"DF,MF",24,1999,25,10,1015,11.3,1,3,4,1,0,0,6,0,0.8,0.8,1.6,2.4,18,62,23,0.09,0.27,0.35,0.09,0.35,0.07,0.14,0.21,0.07,0.21,Premier-League
Emile Smith Rowe,Fulham,MF,24,2000,34,25,2043,22.7,6,3,9,6,0,0,3,0,4.5,4.5,1.4,6.0,53,126,127,0.26,0.13,0.40,0.26,0.40,0.20,0.06,0.26,0.20,0.26,Premier-League
Jakub Kiwior,Arsenal,DF,24,2000,17,10,1122,12.5,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,5,48,1,0.08,0.00,0.08,0.08,0.08,0.01,0.03,0.04,0.01,0.04,Premier-League
Vitaliy Mykolenko,Everton,DF,25,1999,35,35,3082,34.2,1,2,3,1,0,0,4,0,0.5,0.5,2.6,3.1,33,110,99,0.03,0.06,0.09,0.03,0.09,0.01,0.08,0.09,0.01,0.09,Premier-League
Yves Bissouma,Tottenham,MF,27,1996,28,16,1408,15.6,2,0,2,2,0,0,7,0,0.6,0.6,0.3,0.9,15,75,3,0.13,0.00,0.13,0.13,0.13,0.04,0.02,0.06,0.04,0.06,Premier-League
Chris Richards,Crystal Palace,DF,24,2000,24,22,1922,21.4,1,0,1,1,0,0,4,1,1.4,1.4,0.1,1.5,6,39,2,0.05,0.00,0.05,0.05,0.05,0.06,0.00,0.07,0.06,0.07,Premier-League
Luis Díaz,Liverpool,FW,27,1997,36,28,2399,26.7,13,5,18,13,0,0,2,0,12.0,12.0,5.0,17.1,108,110,293,0.49,0.19,0.68,0.49,0.68,0.45,0.19,0.64,0.45,0.64,Premier-League
Boubacar Traoré,Wolves,MF,22,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Premier-League
Emil Krafth,Newcastle Utd,DF,29,1994,12,2,342,3.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,5,8,3,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Premier-League
Adam Webster,Brighton,DF,29,1995,14,11,887,9.9,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,8,63,2,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08,Premier-League
Séamus Coleman,Everton,DF,35,1988,5,3,215,2.4,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,1,11,7,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.24,0.24,0.24,Premier-League
Sander Berge,Fulham,MF,26,1998,31,26,2224,24.7,0,0,0,0,0,0,6,0,0.4,0.4,0.6,1.0,29,124,9,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Premier-League
Alejandro Garnacho,Manchester Utd,"MF,FW",20,2004,36,23,2199,24.4,6,2,8,6,0,0,3,0,7.3,7.3,4.5,11.8,141,56,290,0.25,0.08,0.33,0.25,0.33,0.30,0.19,0.48,0.30,0.48,Premier-League
Micky van de Ven,Tottenham,DF,23,2001,13,12,1015,11.3,0,2,2,0,0,0,4,0,0.6,0.6,1.2,1.7,8,51,1,0.00,0.18,0.18,0.00,0.18,0.05,0.10,0.15,0.05,0.15,Premier-League
Jean-Philippe Mateta,Crystal Palace,FW,27,1997,37,33,2648,29.4,14,2,16,12,2,2,2,0,13.5,11.9,3.2,15.1,45,52,122,0.48,0.07,0.54,0.41,0.48,0.46,0.11,0.57,0.41,0.51,Premier-League
Marc Guéhi,Crystal Palace,DF,24,2000,34,34,3059,34.0,3,2,5,3,0,0,9,1,2.0,2.0,1.8,3.7,22,134,10,0.09,0.06,0.15,0.09,0.15,0.06,0.05,0.11,0.06,0.11,Premier-League
Maxence Lacroix,Crystal Palace,DF,24,2000,35,35,3116,34.6,1,1,2,1,0,0,5,0,3.4,3.4,1.0,4.4,8,65,7,0.03,0.03,0.06,0.03,0.06,0.10,0.03,0.13,0.10,0.13,Premier-League
Nathaniel Clyne,Crystal Palace,"DF,MF",33,1991,13,5,483,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,6,7,8,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Premier-League
David Brooks,Bournemouth,"FW,MF",27,1997,29,9,960,10.7,2,0,2,2,0,0,3,0,2.5,2.5,1.9,4.4,35,35,83,0.19,0.00,0.19,0.19,0.19,0.24,0.18,0.41,0.24,0.41,Premier-League
Marcos Senesi,Bournemouth,DF,27,1997,17,13,1106,12.3,0,0,0,0,0,0,5,0,0.8,0.8,0.2,1.1,12,62,7,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Premier-League
Neto,Bournemouth,GK,35,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Premier-League
Konstantinos Mavropanos,West Ham,DF,26,1997,33,21,2045,22.7,0,0,0,0,0,0,6,1,1.5,1.5,0.5,2.0,17,61,2,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Premier-League
Wataru Endo,Liverpool,"MF,DF",31,1993,20,1,273,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,19,8,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Premier-League
Marshall Munetsi,Wolves,"MF,FW",28,1996,14,12,1078,12.0,2,1,3,2,0,0,0,0,3.3,3.3,1.8,5.1,9,10,35,0.17,0.08,0.25,0.17,0.25,0.28,0.15,0.42,0.28,0.42,Premier-League
Matt Doherty,Wolves,DF,32,1992,30,25,2109,23.4,2,1,3,2,0,0,6,0,1.0,1.0,1.5,2.6,29,79,41,0.09,0.04,0.13,0.09,0.13,0.04,0.07,0.11,0.04,0.11,Premier-League
Valentino Livramento,Newcastle Utd,DF,21,2002,37,32,2840,31.6,0,1,1,0,0,0,1,0,0.3,0.3,2.6,2.9,83,158,119,0.00,0.03,0.03,0.00,0.03,0.01,0.08,0.09,0.01,0.09,Premier-League
Jeremy Doku,Manchester City,"FW,MF",22,2002,29,16,1516,16.8,3,6,9,3,0,0,1,0,1.3,1.3,4.8,6.1,213,69,286,0.18,0.36,0.53,0.18,0.53,0.08,0.29,0.36,0.08,0.36,Premier-League
Oscar Bobb,Manchester City,FW,21,2003,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.41,0.00,0.41,Premier-League
Keane Lewis-Potter,Brentford,"DF,FW",23,2001,38,36,3093,34.4,1,3,4,1,0,0,7,0,3.1,3.1,3.2,6.3,98,98,156,0.03,0.09,0.12,0.03,0.12,0.09,0.09,0.18,0.09,0.18,Premier-League
Mathias Jensen,Brentford,MF,28,1996,24,8,862,9.6,0,2,2,0,0,0,2,0,0.2,0.2,1.7,1.9,6,61,27,0.00,0.21,0.21,0.00,0.21,0.03,0.17,0.20,0.03,0.20,Premier-League
Filip Jørgensen,Chelsea,GK,22,2002,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Premier-League
